name,id,code,parent_id:id
"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",ciiu_2930,2930,
Fabricación de locomotoras y de material rodante para ferrocarriles,ciiu_3020,3020,
"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",ciiu_3030,3030,
Fabricación de vehículos militares de combate,ciiu_3040,3040,
Fabricación de muebles ,ciiu_3110,3110,
Fabricación de colchones y somieres,ciiu_3120,3120,
"Fabricación de joyas, bisutería y artículos conexos",ciiu_3210,3210,
Fabricación de instrumentos musicales,ciiu_3220,3220,
Fabricación de artículos y equipo para la práctica del deporte,ciiu_3230,3230,
"Fabricación de juegos, juguetes y rompecabezas",ciiu_3240,3240,
"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",ciiu_3250,3250,
Otras industrias manufactureras n.c.p.,ciiu_3290,3290,
Instalación especializada de maquinaria y equipo industrial ,ciiu_3320,3320,
Producción de gas; distribución de combustibles gaseosos por tuberías,ciiu_3520,3520,
Suministro de vapor y aire acondicionado,ciiu_3530,3530,
"Captación, tratamiento y distribución de agua",ciiu_3600,3600,
Evacuación y tratamiento de aguas residuales,ciiu_3700,3700,
Recuperación de materiales,ciiu_3830,3830,
Actividades de saneamiento ambiental y otros servicios de gestión de desechos,ciiu_3900,3900,
Construcción de carreteras y vías de ferrocarril,ciiu_4210,4210,
Construcción de proyectos de servicio público,ciiu_4220,4220,
Construcción de otras obras de ingeniería civil,ciiu_4290,4290,
Terminación y acabado de edificios y obras de ingeniería civil,ciiu_4330,4330,
Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,ciiu_4390,4390,
Mantenimiento y reparación de vehículos automotores,ciiu_4520,4520,
"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",ciiu_4530,4530,
Comercio al por mayor a cambio de una retribución o por contrata,ciiu_4610,4610,
Comercio al por mayor de materias primas agropecuarias; animales vivos,ciiu_4620,4620,
Comercio al por mayor no especializado,ciiu_4690,4690,
Transporte por tuberías,ciiu_4930,4930,
Almacenamiento y depósito,ciiu_5210,5210,
Actividades postales nacionales,ciiu_5310,5310,
Actividades de mensajería,ciiu_5320,5320,
Actividades de zonas de camping y parques para vehículos recreacionales,ciiu_5520,5520,
Servicio por horas ,ciiu_5530,5530,
Otros tipos de alojamiento n.c.p.,ciiu_5590,5590,
Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,ciiu_5630,5630,
Edición de programas de informática (software),ciiu_5820,5820,
Actividades de grabación de sonido y edición de musica,ciiu_5920,5920,
Actividades de programación y transmisión en el servicio de radiodifusión sonora,ciiu_6010,6010,
Actividades de programación y transmisión de televisión,ciiu_6020,6020,
Actividades de telecomunicaciones alámbricas,ciiu_6110,6110,
Actividades de telecomunicaciones inalámbricas,ciiu_6120,6120,
Actividades de telecomunicación satelital,ciiu_6130,6130,
Otras actividades de telecomunicaciones,ciiu_6190,6190,
Actividades de administración de fondos,ciiu_6630,6630,
Actividades inmobiliarias realizadas con bienes propios o arrendados,ciiu_6810,6810,
Actividades inmobiliarias realizadas a cambio de una retribución o por contrata ,ciiu_6820,6820,
Actividades jurídicas,ciiu_6910,6910,
"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",ciiu_6920,6920,
Actividades de administración empresarial,ciiu_7010,7010,
Actividades de consultaría de gestión,ciiu_7020,7020,
Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,ciiu_7110,7110,
Ensayos y análisis técnicos,ciiu_7120,7120,
Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería ,ciiu_7210,7210,
Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,ciiu_7220,7220,
Publicidad,ciiu_7310,7310,
Estudios de mercado y realización de encuestas de opinión pública,ciiu_7320,7320,
Actividades especializadas de diseño ,ciiu_7410,7410,
Actividades de fotografía,ciiu_7420,7420,
"Otras actividades profesionales, científicas y técnicas n.c.p.",ciiu_7490,7490,
Actividades veterinarias,ciiu_7500,7500,
Alquiler y arrendamiento de vehículos automotores,ciiu_7710,7710,
"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",ciiu_7730,7730,
"Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor",ciiu_7740,7740,
Actividades de agencias de empleo,ciiu_7810,7810,
Actividades de agencias de empleo temporal,ciiu_7820,7820,
Otras actividades de suministro de recurso humano,ciiu_7830,7830,
Otros servicios de reserva y actividades relacionadas,ciiu_7990,7990,
Actividades de seguridad privada,ciiu_8010,8010,
Actividades de servicios de sistemas de seguridad,ciiu_8020,8020,
Actividades de detectives e investigadores privados,ciiu_8030,8030,
Actividades combinadas de apoyo a instalaciones,ciiu_8110,8110,
Actividades de paisajismo y servicios de mantenimiento conexos,ciiu_8130,8130,
Actividades de centros de llamadas (Call center),ciiu_8220,8220,
Organización de convenciones y eventos comerciales,ciiu_8230,8230,
Actividades de planes de seguridad social de afiliación obligatoria,ciiu_8430,8430,
Establecimientos que combinan diferentes niveles de educación ,ciiu_8530,8530,
Actividades de apoyo a la educación,ciiu_8560,8560,
"Actividades de hospitales y clínicas, con internación",ciiu_8610,8610,
Actividades de atención residencial medicalizada de tipo general,ciiu_8710,8710,
"Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas",ciiu_8720,8720,
Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas,ciiu_8730,8730,
Otras actividades de atención en instituciones con alojamiento,ciiu_8790,8790,
Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas,ciiu_8810,8810,
Otras actividades de asistencia social sin alojamiento,ciiu_8890,8890,
Actividades de juegos de azar y apuestas,ciiu_9200,9200,
Actividades de sindicatos de empleados,ciiu_9420,9420,
Actividades de los hogares individuales como empleadores de personal doméstico,ciiu_9700,9700,
Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio,ciiu_9810,9810,
Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio,ciiu_9820,9820,
Actividades de organizaciones y entidades extraterritoriales,ciiu_9900,9900,
